Date,City,Time of Day,Temperature (F),Precipitation Inches,Humidity Percentage,Wind Speed MPH,Weather Condition
3/19/2024 6:33:07 PM,Los Angeles,Night,52.3,0.11,77,9.1,Rainy
3/20/2024 6:33:07 PM,Los Angeles,Night,84.1,1.63,31,18.6,Foggy
3/21/2024 6:33:07 PM,Los Angeles,Night,98,0.34,27,4.2,Foggy
3/22/2024 6:33:07 PM,Los Angeles,Night,96,0.78,31,16.1,Windy
3/23/2024 6:33:07 PM,Los Angeles,Night,48.6,0.38,25,0.4,Snowy
3/24/2024 6:33:07 PM,Los Angeles,Night,45.8,1.41,65,17.5,Snowy
3/25/2024 6:33:07 PM,Los Angeles,Night,97,1.36,12,11.8,Cloudy
3/26/2024 6:33:07 PM,Los Angeles,Night,62.1,1.1,62,9.6,Rainy
3/27/2024 6:33:07 PM,Los Angeles,Night,44.6,1.4,44,14.1,Rainy
3/28/2024 6:33:07 PM,Los Angeles,Night,79.5,1.28,89,1.4,Foggy
3/29/2024 6:33:07 PM,Los Angeles,Night,49.9,1.55,94,3.9,Snowy
3/30/2024 6:33:07 PM,Los Angeles,Night,48.7,0.48,30,8.1,Sunny
3/31/2024 6:33:07 PM,Los Angeles,Night,91.5,0.86,74,12.4,Snowy
4/1/2024 6:33:07 PM,Los Angeles,Night,41.4,0.3,66,2.9,Foggy
4/2/2024 6:33:07 PM,Los Angeles,Night,34.5,0.86,56,7.6,Cloudy
4/3/2024 6:33:07 PM,Los Angeles,Night,48.8,1.4,43,5.2,Snowy
4/4/2024 6:33:07 PM,Los Angeles,Night,72.5,1.38,57,12.9,Sunny
4/5/2024 6:33:07 PM,Los Angeles,Night,38.6,1.42,48,18.4,Foggy
4/6/2024 6:33:07 PM,Los Angeles,Night,63,0.62,96,3.3,Cloudy
4/7/2024 6:33:07 PM,Los Angeles,Night,73.9,1.32,39,3.8,Sunny
4/8/2024 6:33:07 PM,Los Angeles,Night,89.4,0.73,59,12,Windy
4/9/2024 6:33:07 PM,Los Angeles,Night,46.1,1.89,25,9.1,Cloudy
4/10/2024 6:33:07 PM,Los Angeles,Night,87.2,0.69,12,14.4,Sunny
4/11/2024 6:33:07 PM,Los Angeles,Night,46.4,1.21,70,5.8,Snowy
4/12/2024 6:33:07 PM,Los Angeles,Night,77.4,1.5,11,10.9,Windy
4/13/2024 6:33:07 PM,Los Angeles,Night,60.1,1.81,35,7.7,Sunny
4/14/2024 6:33:07 PM,Los Angeles,Night,38,0.88,27,5.6,Foggy
4/15/2024 6:33:07 PM,Los Angeles,Night,80,0.72,75,14.6,Snowy
4/16/2024 6:33:07 PM,Los Angeles,Night,45.2,0.86,49,15.9,Windy
4/17/2024 6:33:07 PM,Los Angeles,Night,42.4,0.65,12,6.6,Rainy
4/18/2024 6:33:07 PM,Los Angeles,Night,55.1,1.31,26,12.5,Rainy
4/19/2024 6:33:07 PM,Los Angeles,Night,75.7,1.87,33,3.6,Windy
4/20/2024 6:33:07 PM,Los Angeles,Night,46.4,0.25,11,15.8,Sunny
4/21/2024 6:33:07 PM,Los Angeles,Night,42.9,1.12,79,5.6,Sunny
4/22/2024 6:33:07 PM,Los Angeles,Night,30.7,1.8,49,3.4,Cloudy
4/23/2024 6:33:07 PM,Los Angeles,Night,63,0.2,35,18.8,Sunny
4/24/2024 6:33:07 PM,Los Angeles,Night,60,0.99,66,8.4,Sunny
4/25/2024 6:33:07 PM,Los Angeles,Night,46.4,1.73,58,12.9,Rainy
4/26/2024 6:33:07 PM,Los Angeles,Night,33.8,1.8,66,16.2,Rainy
4/27/2024 6:33:07 PM,Los Angeles,Night,60,1.03,65,13.7,Sunny
4/28/2024 6:33:07 PM,Los Angeles,Night,85.2,0.05,79,11.3,Snowy
4/29/2024 6:33:07 PM,Los Angeles,Night,80.1,0.21,85,7.4,Rainy
4/30/2024 6:33:07 PM,Los Angeles,Night,90.3,1.17,30,18.4,Foggy
5/1/2024 6:33:07 PM,Los Angeles,Night,30.7,0.25,25,2.7,Foggy
5/2/2024 6:33:07 PM,Los Angeles,Night,97.6,0.3,15,17.7,Foggy
5/3/2024 6:33:07 PM,Los Angeles,Night,53.9,1.54,43,14.2,Sunny
5/4/2024 6:33:07 PM,Los Angeles,Night,99.3,1.5,68,11.4,Rainy
5/5/2024 6:33:07 PM,Los Angeles,Night,47.7,1.69,76,6.5,Sunny
5/6/2024 6:33:07 PM,Los Angeles,Night,63,0.21,50,2.9,Windy
5/7/2024 6:33:07 PM,Los Angeles,Night,54.8,0.4,28,8.9,Rainy
5/8/2024 6:33:07 PM,Los Angeles,Night,54.9,1.67,38,15.7,Sunny
5/9/2024 6:33:07 PM,Los Angeles,Night,89,1.44,41,14.9,Rainy
5/10/2024 6:33:07 PM,Los Angeles,Night,82.2,1.61,19,12.9,Snowy
5/11/2024 6:33:07 PM,Los Angeles,Night,99.5,1.98,73,19.8,Windy
4/12/2023 6:33:07 PM,Chicago,Morning,72.9,1.73,86,19.5,Sunny
4/13/2023 6:33:07 PM,Chicago,Morning,62.4,1.04,29,8,Windy
4/14/2023 6:33:07 PM,Chicago,Morning,36.3,0.62,37,3.9,Sunny
4/15/2023 6:33:07 PM,Chicago,Morning,99.8,1.14,36,9.3,Windy
4/16/2023 6:33:07 PM,Chicago,Morning,68.6,1.28,86,16.9,Windy
4/17/2023 6:33:07 PM,Chicago,Morning,79,0.67,34,9.2,Cloudy
4/18/2023 6:33:07 PM,Chicago,Morning,58.5,1.54,38,6.7,Sunny
4/19/2023 6:33:07 PM,Chicago,Morning,68.3,0.19,24,14.8,Rainy
4/20/2023 6:33:07 PM,Chicago,Morning,96,1.56,54,13,Rainy
4/21/2023 6:33:07 PM,Chicago,Morning,41.6,0.06,54,19.4,Rainy
4/22/2023 6:33:07 PM,Chicago,Morning,50.5,1,39,11,Windy
4/23/2023 6:33:07 PM,Chicago,Morning,40.6,1.72,47,19.3,Snowy
4/24/2023 6:33:07 PM,Chicago,Morning,85.5,0.17,69,5.8,Rainy
4/25/2023 6:33:07 PM,Chicago,Morning,34.3,1.04,41,17.3,Foggy
4/26/2023 6:33:07 PM,Chicago,Morning,35.7,0.32,59,7,Windy
4/27/2023 6:33:07 PM,Chicago,Morning,50.9,1.79,80,16.2,Foggy
4/28/2023 6:33:07 PM,Chicago,Morning,66,1.66,44,18.5,Foggy
4/29/2023 6:33:07 PM,Chicago,Morning,58.4,1.87,85,12.5,Rainy
4/30/2023 6:33:07 PM,Chicago,Morning,33.1,1.75,96,14.6,Cloudy
5/1/2023 6:33:07 PM,Chicago,Morning,97,1.47,14,19.2,Windy
5/2/2023 6:33:07 PM,Chicago,Morning,96.7,0.37,40,7.5,Sunny
5/3/2023 6:33:07 PM,Chicago,Morning,49.6,0.61,89,10.2,Windy
5/4/2023 6:33:07 PM,Chicago,Morning,81.2,0.99,62,18,Foggy
5/5/2023 6:33:07 PM,Chicago,Morning,70.5,1.18,10,13.5,Cloudy
5/6/2023 6:33:07 PM,Chicago,Morning,46.6,1.56,95,17.5,Sunny
5/7/2023 6:33:07 PM,Chicago,Morning,48.4,0.45,78,12.4,Rainy
5/8/2023 6:33:07 PM,Chicago,Morning,64.4,0.26,77,14.8,Windy
5/9/2023 6:33:07 PM,Chicago,Morning,59.3,0.97,74,0.3,Cloudy
5/10/2023 6:33:07 PM,Chicago,Morning,50.4,0.32,24,6.8,Sunny
5/11/2023 6:33:07 PM,Chicago,Morning,86.5,1.39,61,15.4,Foggy
5/12/2023 6:33:07 PM,Chicago,Morning,63.7,1.15,47,8.1,Snowy
5/13/2023 6:33:07 PM,Chicago,Morning,75.8,1.48,33,7.3,Windy
5/14/2023 6:33:07 PM,Chicago,Morning,43.2,0.13,32,19,Foggy
5/15/2023 6:33:07 PM,Chicago,Morning,67.3,1.93,56,11.1,Windy
5/16/2023 6:33:07 PM,Chicago,Morning,52.3,0,16,3.8,Foggy
5/17/2023 6:33:07 PM,Chicago,Morning,66.8,0.65,40,9.4,Rainy
5/18/2023 6:33:07 PM,Chicago,Morning,84.7,1.36,16,10.4,Snowy
5/19/2023 6:33:07 PM,Chicago,Morning,83.8,0.09,86,19.8,Rainy
5/20/2023 6:33:07 PM,Chicago,Morning,54.8,0.17,13,14.4,Snowy
5/21/2023 6:33:07 PM,Chicago,Morning,78.6,0.15,63,10.4,Sunny
5/22/2023 6:33:07 PM,Chicago,Morning,95.9,1.16,91,8.6,Sunny
5/23/2023 6:33:07 PM,Chicago,Morning,73.8,1.79,92,18.3,Foggy
5/24/2023 6:33:07 PM,Chicago,Morning,40.4,1.11,89,12.9,Windy
5/25/2023 6:33:07 PM,Chicago,Morning,77.6,1.21,61,7.1,Windy
5/26/2023 6:33:07 PM,Chicago,Morning,37.3,0.69,91,9.3,Foggy
5/27/2023 6:33:07 PM,Chicago,Morning,91,0.04,89,5.6,Sunny
5/28/2023 6:33:07 PM,Chicago,Morning,66.2,0.04,57,19.2,Snowy
5/29/2023 6:33:07 PM,Chicago,Morning,57,1.78,98,14,Rainy
5/30/2023 6:33:07 PM,Chicago,Morning,34,0.21,75,7.8,Sunny
5/31/2023 6:33:07 PM,Chicago,Morning,56.7,2,63,3.7,Sunny
6/1/2023 6:33:07 PM,Chicago,Morning,93.2,0.33,89,3.5,Cloudy
6/2/2023 6:33:07 PM,Chicago,Morning,31.5,1.35,63,9.6,Windy
6/3/2023 6:33:07 PM,Chicago,Morning,63.2,1.9,54,9.4,Snowy
6/4/2023 6:33:07 PM,Chicago,Morning,95.2,0.72,49,8.4,Rainy
6/5/2023 6:33:07 PM,Chicago,Morning,57.6,1.47,44,17,Cloudy
6/6/2023 6:33:07 PM,Chicago,Morning,60,0.7,33,19.6,Cloudy
6/7/2023 6:33:07 PM,Chicago,Morning,70.5,0.61,44,7.1,Foggy
6/8/2023 6:33:07 PM,Chicago,Morning,62.4,0.4,46,5.9,Sunny
6/9/2023 6:33:07 PM,Chicago,Morning,41.8,1.64,84,15.4,Windy
6/10/2023 6:33:07 PM,Chicago,Morning,31.3,0.51,43,9,Sunny
6/11/2023 6:33:07 PM,Chicago,Morning,72.7,0.57,33,4.4,Cloudy
6/12/2023 6:33:07 PM,Chicago,Morning,94.5,2,13,3.6,Cloudy
6/13/2023 6:33:07 PM,Chicago,Morning,37.4,0.65,59,5.6,Rainy
6/14/2023 6:33:07 PM,Chicago,Morning,44.8,0.85,87,0,Sunny
6/15/2023 6:33:07 PM,Chicago,Morning,55.9,1.98,33,18.8,Sunny
6/16/2023 6:33:07 PM,Chicago,Morning,86.6,0.74,45,8.6,Snowy
6/17/2023 6:33:07 PM,Chicago,Morning,48.8,0.73,88,1.7,Rainy
6/18/2023 6:33:07 PM,Chicago,Morning,91.7,1.66,44,3.3,Windy
6/19/2023 6:33:07 PM,Chicago,Morning,33.8,0.62,38,6.5,Sunny
6/20/2023 6:33:07 PM,Chicago,Morning,95.9,0.47,45,11,Sunny
6/21/2023 6:33:07 PM,Chicago,Morning,69.3,0.85,77,14.1,Windy
6/22/2023 6:33:07 PM,Chicago,Morning,76.1,1.4,88,6.2,Rainy
6/23/2023 6:33:07 PM,Chicago,Morning,55.7,0.09,20,19.2,Sunny
6/24/2023 6:33:07 PM,Chicago,Morning,84.7,0.75,64,15.2,Windy
6/25/2023 6:33:07 PM,Chicago,Morning,41.7,0.69,58,16.5,Snowy
6/26/2023 6:33:07 PM,Chicago,Morning,33.4,0.49,88,6.5,Sunny
6/27/2023 6:33:07 PM,Chicago,Morning,57.7,1.31,66,7.6,Windy
6/28/2023 6:33:07 PM,Chicago,Morning,89.8,0.58,94,10.8,Cloudy
6/29/2023 6:33:07 PM,Chicago,Morning,82.8,1.21,96,9,Sunny
6/30/2023 6:33:07 PM,Chicago,Morning,66.2,1.01,64,5.2,Snowy
7/1/2023 6:33:07 PM,Chicago,Morning,70,0.43,65,19.9,Windy
7/2/2023 6:33:07 PM,Chicago,Morning,39.1,0.53,83,17,Windy
7/3/2023 6:33:07 PM,Chicago,Morning,88.8,0.34,13,4.8,Sunny
7/4/2023 6:33:07 PM,Chicago,Morning,85.1,0.11,34,17.8,Cloudy
7/5/2023 6:33:07 PM,Chicago,Morning,76,1.24,11,11.7,Windy
7/6/2023 6:33:07 PM,Chicago,Morning,62.6,1.35,28,0.3,Windy
7/7/2023 6:33:07 PM,Chicago,Morning,97.5,0.33,97,6.9,Cloudy
7/8/2023 6:33:07 PM,Chicago,Morning,91.5,1.23,17,0.5,Snowy
7/9/2023 6:33:07 PM,Chicago,Morning,75.1,1.96,73,1.8,Sunny
7/10/2023 6:33:07 PM,Chicago,Morning,56,0.15,15,3.6,Foggy
7/11/2023 6:33:07 PM,Chicago,Morning,73.3,0.98,93,9.7,Sunny
7/12/2023 6:33:07 PM,Chicago,Morning,70.3,1.47,23,7.6,Sunny
7/13/2023 6:33:07 PM,Chicago,Morning,57.6,0.09,79,3,Rainy
7/14/2023 6:33:07 PM,Chicago,Morning,51.5,1.56,85,7.9,Sunny
7/15/2023 6:33:07 PM,Chicago,Morning,58.5,1.96,80,6.1,Foggy
7/16/2023 6:33:07 PM,Chicago,Morning,70.2,0.18,66,8.2,Cloudy
7/17/2023 6:33:07 PM,Chicago,Morning,60,1.64,39,3.4,Sunny
7/18/2023 6:33:07 PM,Chicago,Morning,48.5,0.76,89,12.2,Foggy
7/19/2023 6:33:07 PM,Chicago,Morning,83.3,0.29,17,0.9,Snowy
7/20/2023 6:33:07 PM,Chicago,Morning,67.2,0.99,23,7.8,Rainy
7/21/2023 6:33:07 PM,Chicago,Morning,34.7,0.14,57,17.9,Cloudy
7/22/2023 6:33:07 PM,Chicago,Morning,55.8,1.04,93,8.4,Cloudy
7/23/2023 6:33:07 PM,Chicago,Morning,91.9,0.04,37,8.8,Snowy
7/24/2023 6:33:07 PM,Chicago,Morning,82.9,1.46,15,1.4,Sunny
7/25/2023 6:33:07 PM,Chicago,Morning,52.6,0.98,39,12.1,Foggy
7/26/2023 6:33:07 PM,Chicago,Morning,95.7,0.92,13,18.7,Rainy
7/27/2023 6:33:07 PM,Chicago,Morning,35.4,0.39,76,5.8,Foggy
7/28/2023 6:33:07 PM,Chicago,Morning,97.3,0.72,19,7.9,Rainy
7/29/2023 6:33:07 PM,Chicago,Morning,47.2,0.36,36,11.8,Rainy
7/30/2023 6:33:07 PM,Chicago,Morning,30.6,1.47,91,1.9,Cloudy
7/31/2023 6:33:07 PM,Chicago,Morning,60.4,0.4,54,19,Snowy
8/1/2023 6:33:07 PM,Chicago,Morning,55.1,1.23,84,9.4,Cloudy
8/2/2023 6:33:07 PM,Chicago,Morning,67.7,0.56,44,2.3,Sunny
8/3/2023 6:33:07 PM,Chicago,Morning,85.8,1.31,22,6.7,Windy
8/4/2023 6:33:07 PM,Chicago,Morning,89,1.08,64,7.5,Rainy
8/5/2023 6:33:07 PM,Chicago,Morning,58.1,0.85,96,6.9,Rainy
8/6/2023 6:33:07 PM,Chicago,Morning,60.1,1.35,52,13.9,Rainy
8/7/2023 6:33:07 PM,Chicago,Morning,40.4,0.83,82,6.9,Cloudy
8/8/2023 6:33:07 PM,Chicago,Morning,33.3,1.64,77,6.5,Rainy
8/9/2023 6:33:07 PM,Chicago,Morning,74.9,1.46,52,6.4,Rainy
8/10/2023 6:33:07 PM,Chicago,Morning,34.5,1.08,49,15.6,Windy
8/11/2023 6:33:07 PM,Chicago,Morning,81.4,1.75,40,6.2,Snowy
8/12/2023 6:33:07 PM,Chicago,Morning,67.7,1.66,12,0.3,Sunny
8/13/2023 6:33:07 PM,Chicago,Morning,43.9,1.06,26,7.3,Foggy
8/14/2023 6:33:07 PM,Chicago,Morning,67.8,0.14,89,5.6,Cloudy
8/15/2023 6:33:07 PM,Chicago,Morning,42.8,1.13,48,18.2,Sunny
8/16/2023 6:33:07 PM,Chicago,Morning,60.7,0.71,75,9.6,Snowy
8/17/2023 6:33:07 PM,Chicago,Morning,86,1.08,78,4.7,Sunny
8/18/2023 6:33:07 PM,Chicago,Morning,62.3,1.29,86,19.6,Cloudy
8/19/2023 6:33:07 PM,Chicago,Morning,40.4,1.29,85,4.9,Windy
8/20/2023 6:33:07 PM,Chicago,Morning,80.7,1.35,28,15.3,Sunny
8/21/2023 6:33:07 PM,Chicago,Morning,43.1,1.36,31,13,Snowy
8/22/2023 6:33:07 PM,Chicago,Morning,81.7,0.22,17,9.2,Cloudy
8/23/2023 6:33:07 PM,Chicago,Morning,63.6,0.38,77,8.1,Snowy
8/24/2023 6:33:07 PM,Chicago,Morning,61.8,1.26,80,17.4,Foggy
8/25/2023 6:33:07 PM,Chicago,Morning,89.6,0.82,95,9.5,Sunny
8/26/2023 6:33:07 PM,Chicago,Morning,79.6,1.53,27,7.5,Cloudy
8/27/2023 6:33:07 PM,Chicago,Morning,32.3,0.25,15,7.1,Sunny
8/28/2023 6:33:07 PM,Chicago,Morning,50.7,0.38,13,5.5,Foggy
8/29/2023 6:33:07 PM,Chicago,Morning,91,1.12,50,8.2,Rainy
8/30/2023 6:33:07 PM,Chicago,Morning,31.3,1,60,2.4,Cloudy
8/31/2023 6:33:07 PM,Chicago,Morning,68.2,0.53,21,1.3,Foggy
9/1/2023 6:33:07 PM,Chicago,Morning,80.9,0.82,46,10.8,Sunny
9/2/2023 6:33:07 PM,Chicago,Morning,73.5,0.07,11,9.1,Cloudy
9/3/2023 6:33:07 PM,Chicago,Morning,83.2,0.07,12,3.5,Windy
9/4/2023 6:33:07 PM,Chicago,Morning,80.8,0.19,54,2.1,Foggy
9/5/2023 6:33:07 PM,Chicago,Morning,78.4,1.15,94,2.9,Rainy
9/6/2023 6:33:07 PM,Chicago,Morning,87.5,1.73,48,6.3,Snowy
9/7/2023 6:33:07 PM,Chicago,Morning,75.2,0.52,86,9,Sunny
9/8/2023 6:33:07 PM,Chicago,Morning,58.2,0.07,63,3.9,Snowy
9/9/2023 6:33:07 PM,Chicago,Morning,63,1.42,87,15.1,Sunny
9/10/2023 6:33:07 PM,Chicago,Morning,80.2,1.71,27,3.9,Cloudy
9/11/2023 6:33:07 PM,Chicago,Morning,91.3,0.28,22,2.5,Snowy
9/12/2023 6:33:07 PM,Chicago,Morning,49.1,0.77,23,19.9,Rainy
9/13/2023 6:33:07 PM,Chicago,Morning,53.9,0.32,50,9,Sunny
9/14/2023 6:33:07 PM,Chicago,Morning,95.2,0.21,49,3.4,Snowy
9/15/2023 6:33:07 PM,Chicago,Morning,70.5,1.3,98,17.9,Sunny
9/16/2023 6:33:07 PM,Chicago,Morning,42.5,1.94,96,4.6,Windy
9/17/2023 6:33:07 PM,Chicago,Morning,76.5,1.36,80,18.5,Windy
9/18/2023 6:33:07 PM,Chicago,Morning,99.4,1.97,57,2.4,Snowy
9/19/2023 6:33:07 PM,Chicago,Morning,87.6,0.87,19,16.8,Windy
9/20/2023 6:33:07 PM,Chicago,Morning,82.2,1.8,98,3.7,Rainy
9/21/2023 6:33:07 PM,Chicago,Morning,44.6,0.41,63,18.8,Snowy
9/22/2023 6:33:07 PM,Chicago,Morning,91.3,0.24,44,11.5,Cloudy
9/23/2023 6:33:07 PM,Chicago,Morning,66.8,1.41,33,3.8,Snowy
9/24/2023 6:33:07 PM,Chicago,Morning,92.3,0.74,58,16.9,Cloudy
9/25/2023 6:33:07 PM,Chicago,Morning,53.1,0.64,51,7.8,Windy
9/26/2023 6:33:07 PM,Chicago,Morning,34.3,1.34,84,14.7,Snowy
9/27/2023 6:33:07 PM,Chicago,Morning,63.3,0.67,93,12.9,Rainy
9/28/2023 6:33:07 PM,Chicago,Morning,48.9,1.15,83,14.3,Windy
9/29/2023 6:33:07 PM,Chicago,Morning,80.1,0.6,59,6.9,Foggy
9/30/2023 6:33:07 PM,Chicago,Morning,97,1.57,30,18.8,Windy
10/1/2023 6:33:07 PM,Chicago,Morning,78.4,0.62,37,11.2,Windy
10/2/2023 6:33:07 PM,Chicago,Morning,92.1,1.07,64,1.6,Cloudy
10/3/2023 6:33:07 PM,Chicago,Morning,61.7,0.05,36,1.3,Cloudy
10/4/2023 6:33:07 PM,Chicago,Morning,84,1.58,77,14.8,Rainy
10/5/2023 6:33:07 PM,Chicago,Morning,89,1.24,93,17,Cloudy
10/6/2023 6:33:07 PM,Chicago,Morning,79.8,0.38,15,13.9,Foggy
10/7/2023 6:33:07 PM,Chicago,Morning,65.5,0.43,67,5.5,Sunny
10/8/2023 6:33:07 PM,Chicago,Morning,73.8,0.52,15,4.5,Sunny
10/9/2023 6:33:07 PM,Chicago,Morning,79,1.15,69,11.3,Snowy
10/10/2023 6:33:07 PM,Chicago,Morning,47.7,1.1,90,3.9,Foggy
10/11/2023 6:33:07 PM,Chicago,Morning,86.7,0.55,28,7.6,Foggy
10/12/2023 6:33:07 PM,Chicago,Morning,96.5,1.39,70,12.6,Foggy
10/13/2023 6:33:07 PM,Chicago,Morning,62.6,1.78,26,5.7,Windy
10/14/2023 6:33:07 PM,Chicago,Morning,79.1,0.09,58,7.5,Sunny
10/15/2023 6:33:07 PM,Chicago,Morning,81.6,0.83,12,7.2,Cloudy
10/16/2023 6:33:07 PM,Chicago,Morning,76.4,1.19,43,9.2,Rainy
10/17/2023 6:33:07 PM,Chicago,Morning,68.3,1.17,71,13.5,Cloudy
10/18/2023 6:33:07 PM,Chicago,Morning,91.7,0.04,69,15.6,Windy
10/19/2023 6:33:07 PM,Chicago,Morning,61.4,0.42,77,13.3,Windy
10/20/2023 6:33:07 PM,Chicago,Morning,34.3,0.12,96,0.5,Sunny
10/21/2023 6:33:07 PM,Chicago,Morning,89.1,1.14,91,17.9,Sunny
10/22/2023 6:33:07 PM,Chicago,Morning,77.2,1.29,43,11.6,Cloudy
10/23/2023 6:33:07 PM,Chicago,Morning,89.4,0.32,38,18.4,Snowy
10/24/2023 6:33:07 PM,Chicago,Morning,39.7,0.67,69,19.3,Cloudy
10/25/2023 6:33:07 PM,Chicago,Morning,32.2,0.66,53,9.4,Foggy
10/26/2023 6:33:07 PM,Chicago,Morning,95.4,1.64,24,18.3,Sunny
10/27/2023 6:33:07 PM,Chicago,Morning,40.3,0.39,54,7.3,Foggy
10/28/2023 6:33:07 PM,Chicago,Morning,86.7,1.1,84,5.2,Snowy
10/29/2023 6:33:07 PM,Chicago,Morning,87.6,1.57,18,1.5,Foggy
10/30/2023 6:33:07 PM,Chicago,Morning,79.6,1.66,44,9,Snowy
10/31/2023 6:33:07 PM,Chicago,Morning,39.2,1.33,19,13.8,Sunny
11/1/2023 6:33:07 PM,Chicago,Morning,76.7,0.6,47,19.5,Cloudy
11/2/2023 6:33:07 PM,Chicago,Morning,92.2,1.65,38,10.4,Rainy
11/3/2023 6:33:07 PM,Chicago,Morning,59.8,1.48,55,14.7,Sunny
11/4/2023 6:33:07 PM,Chicago,Morning,58.9,1.41,79,17.9,Cloudy
11/5/2023 6:33:07 PM,Chicago,Morning,61,0.13,92,10.9,Rainy
11/6/2023 6:33:07 PM,Chicago,Morning,35.8,0.09,99,3.3,Foggy
11/7/2023 6:33:07 PM,Chicago,Morning,92.4,1.39,82,17,Windy
11/8/2023 6:33:07 PM,Chicago,Morning,90.8,1.89,54,11.5,Windy
11/9/2023 6:33:07 PM,Chicago,Morning,99.9,1.55,86,15.2,Windy
11/10/2023 6:33:07 PM,Chicago,Morning,71,1.66,99,13.2,Rainy
11/11/2023 6:33:07 PM,Chicago,Morning,82.6,1.09,62,1.2,Snowy
11/12/2023 6:33:07 PM,Chicago,Morning,44.2,0.61,93,3.4,Windy
11/13/2023 6:33:07 PM,Chicago,Morning,76.7,1.36,11,5.7,Windy
11/14/2023 6:33:07 PM,Chicago,Morning,75.5,1.42,13,5.7,Snowy
11/15/2023 6:33:07 PM,Chicago,Morning,93.1,1.35,80,16.8,Rainy
11/16/2023 6:33:07 PM,Chicago,Morning,88.2,1.89,28,12,Rainy
11/17/2023 6:33:07 PM,Chicago,Morning,95.7,0.73,20,1.7,Snowy
11/18/2023 6:33:07 PM,Chicago,Morning,90.8,0.08,92,7.7,Sunny
11/19/2023 6:33:07 PM,Chicago,Morning,90.8,1.82,41,11.1,Snowy
11/20/2023 6:33:07 PM,Chicago,Morning,34.5,0.32,23,5,Cloudy
11/21/2023 6:33:07 PM,Chicago,Morning,89.2,1.39,58,0.8,Cloudy
11/22/2023 6:33:07 PM,Chicago,Morning,72.5,1.75,78,7.6,Sunny
11/23/2023 6:33:07 PM,Chicago,Morning,56.6,0.62,34,9.2,Foggy
11/24/2023 6:33:07 PM,Chicago,Morning,34,1.66,23,18.1,Sunny
11/25/2023 6:33:07 PM,Chicago,Morning,77.4,0.66,48,18.2,Cloudy
11/26/2023 6:33:07 PM,Chicago,Morning,53,1.59,21,10,Snowy
11/27/2023 6:33:07 PM,Chicago,Morning,62.7,0.14,58,9.4,Rainy
11/28/2023 6:33:07 PM,Chicago,Morning,77.7,1.31,93,12.8,Cloudy
11/29/2023 6:33:07 PM,Chicago,Morning,93.8,1.35,27,5.2,Snowy
11/30/2023 6:33:07 PM,Chicago,Morning,87.8,0.98,10,5.7,Foggy
12/1/2023 6:33:07 PM,Chicago,Morning,61.5,1.37,13,0.1,Cloudy
12/2/2023 6:33:07 PM,Chicago,Morning,57.1,1.85,21,1.6,Rainy
12/3/2023 6:33:07 PM,Chicago,Morning,46.8,1.47,35,3.6,Foggy
12/4/2023 6:33:07 PM,Chicago,Morning,56.1,1.92,41,12.8,Cloudy
12/5/2023 6:33:07 PM,Chicago,Morning,37.8,0.9,88,4.3,Cloudy
12/6/2023 6:33:07 PM,Chicago,Morning,98,1.06,61,2.5,Rainy
12/7/2023 6:33:07 PM,Chicago,Morning,70.2,0.53,99,12.3,Windy
12/8/2023 6:33:07 PM,Chicago,Morning,38.9,1.97,24,13,Cloudy
12/9/2023 6:33:07 PM,Chicago,Morning,54.7,0.11,17,1.2,Cloudy
12/10/2023 6:33:07 PM,Chicago,Morning,68.3,0.72,39,15.5,Cloudy
12/11/2023 6:33:07 PM,Chicago,Morning,67.3,0.6,63,12.1,Sunny
12/12/2023 6:33:07 PM,Chicago,Morning,32.5,0.77,76,7.9,Sunny
12/13/2023 6:33:07 PM,Chicago,Morning,96.6,1.84,79,19.7,Rainy
12/14/2023 6:33:07 PM,Chicago,Morning,49.3,0.74,99,0.2,Snowy
12/15/2023 6:33:07 PM,Chicago,Morning,31.1,1.83,17,10.9,Foggy
12/16/2023 6:33:07 PM,Chicago,Morning,35.4,0.85,72,3.2,Sunny
12/17/2023 6:33:07 PM,Chicago,Morning,70.6,1.71,26,6.6,Rainy
12/18/2023 6:33:07 PM,Chicago,Morning,39.6,1.04,25,2.7,Sunny
12/19/2023 6:33:07 PM,Chicago,Morning,32.9,0.62,54,13.4,Foggy
12/20/2023 6:33:07 PM,Chicago,Morning,56.6,0.9,77,8,Snowy
12/21/2023 6:33:07 PM,Chicago,Morning,73.6,0.85,19,19.7,Sunny
12/22/2023 6:33:07 PM,Chicago,Morning,37.8,0.52,89,13.1,Windy
12/23/2023 6:33:07 PM,Chicago,Morning,51.9,0.58,28,18.3,Snowy
12/24/2023 6:33:07 PM,Chicago,Morning,59.2,0.37,48,4.8,Snowy
12/25/2023 6:33:07 PM,Chicago,Morning,41.2,0.67,59,6.4,Sunny
12/26/2023 6:33:07 PM,Chicago,Morning,65.4,1.25,86,7.3,Foggy
12/27/2023 6:33:07 PM,Chicago,Morning,36,0.77,69,16.8,Sunny
12/28/2023 6:33:07 PM,Chicago,Morning,33.3,1.42,77,4.2,Cloudy
12/29/2023 6:33:07 PM,Chicago,Morning,66.4,1.97,41,18.9,Cloudy
12/30/2023 6:33:07 PM,Chicago,Morning,47.4,0.75,91,0.9,Snowy
12/31/2023 6:33:07 PM,Chicago,Morning,36.7,0.93,89,17.8,Cloudy
