Date,Campaign ID,Platform,Daily Impressions,Daily Clicks,Daily Engagement,Daily Conversion Rate,Daily Spend
2023-05-15 02:40:18.906101,CMP003,Instagram,4939,889,224,1.25,1479
2023-05-16 02:40:18.906101,CMP003,Instagram,1242,738,118,4.01,856
2023-05-17 02:40:18.906101,CMP003,Instagram,8533,593,327,1.28,1617
2023-05-18 02:40:18.906101,CMP003,Instagram,6643,849,346,2.18,378
2023-05-19 02:40:18.906101,CMP003,Instagram,6364,468,373,4.48,270
2023-05-20 02:40:18.906101,CMP003,Instagram,4225,538,108,2.5,1609
2023-05-21 02:40:18.906101,CMP003,Instagram,6520,437,223,1.42,1805
2023-05-22 02:40:18.906101,CMP003,Instagram,3468,989,464,1.33,1164
2023-05-23 02:40:18.906101,CMP003,Instagram,3733,889,372,3.0,1562
2023-05-24 02:40:18.906101,CMP003,Instagram,5116,977,339,2.31,1629
2023-05-25 02:40:18.906101,CMP003,Instagram,8256,949,128,1.63,1383
2023-05-26 02:40:18.906101,CMP003,Instagram,3217,181,458,3.79,299
2023-05-27 02:40:18.906101,CMP003,Instagram,6739,302,387,1.55,799
2023-05-28 02:40:18.906101,CMP003,Instagram,6162,112,212,4.92,1496
2023-05-29 02:40:18.906101,CMP003,Instagram,2906,765,101,0.62,1077
2023-05-30 02:40:18.906101,CMP003,Instagram,6649,570,245,2.27,995
2023-05-31 02:40:18.906101,CMP003,Instagram,3982,970,344,3.85,1929
2023-06-01 02:40:18.906101,CMP003,Instagram,7286,221,91,0.39,749
2023-06-02 02:40:18.906101,CMP003,Instagram,2876,270,268,1.37,1363
2023-06-03 02:40:18.906101,CMP003,Instagram,4622,654,425,4.11,1118
2023-06-04 02:40:18.906101,CMP003,Instagram,6538,644,88,4.7,1254
2023-06-05 02:40:18.906101,CMP003,Instagram,9500,800,360,0.75,1410
2023-06-06 02:40:18.906101,CMP003,Instagram,6660,404,340,0.31,743
2023-06-07 02:40:18.906101,CMP003,Instagram,2087,161,181,4.69,1739
2023-06-08 02:40:18.906101,CMP003,Instagram,4536,152,365,1.29,407
2023-06-09 02:40:18.906101,CMP003,Instagram,6183,313,207,2.17,961
2023-06-10 02:40:18.906101,CMP003,Instagram,5414,634,115,0.55,290
2023-06-11 02:40:18.906101,CMP003,Instagram,2533,957,465,1.17,329
2023-06-12 02:40:18.906101,CMP003,Instagram,3804,226,288,3.01,1388
2023-06-13 02:40:18.906101,CMP003,Instagram,7511,111,153,4.2,1028
2023-06-14 02:40:18.906101,CMP003,Instagram,5288,486,105,0.55,916
2023-06-15 02:40:18.906101,CMP003,Instagram,1323,323,398,4.73,1805
2023-06-16 02:40:18.906101,CMP003,Instagram,8239,436,102,2.55,212
2023-06-17 02:40:18.906101,CMP003,Instagram,4106,989,384,3.96,955
2023-06-18 02:40:18.906101,CMP003,Instagram,8052,477,458,4.17,786
2023-06-19 02:40:18.906101,CMP003,Instagram,1303,543,345,1.54,1461
2023-06-20 02:40:18.906101,CMP003,Instagram,3089,915,111,3.0,1316
2023-06-21 02:40:18.906101,CMP003,Instagram,2708,230,328,4.11,1901
2023-06-22 02:40:18.906101,CMP003,Instagram,7779,347,166,2.65,1410
2023-06-23 02:40:18.906101,CMP003,Instagram,9731,619,480,4.35,259
2023-06-24 02:40:18.906101,CMP003,Instagram,9795,539,187,1.99,532
2023-06-25 02:40:18.906101,CMP003,Instagram,9656,426,296,2.01,521
2023-06-26 02:40:18.906101,CMP003,Instagram,8908,844,58,0.12,1292
2023-06-27 02:40:18.906101,CMP003,Instagram,1474,460,106,4.78,301
2023-06-28 02:40:18.906101,CMP003,Instagram,7332,898,106,4.49,343
2023-06-29 02:40:18.906101,CMP003,Instagram,3453,833,171,4.61,358
2023-06-30 02:40:18.906101,CMP003,Instagram,9125,454,125,3.93,476
2023-07-01 02:40:18.906101,CMP003,Instagram,3114,249,399,2.72,1268
2023-07-02 02:40:18.906101,CMP003,Instagram,3610,285,499,0.21,1249
2023-07-03 02:40:18.906101,CMP003,Instagram,9477,544,68,3.2,522
2023-07-04 02:40:18.906101,CMP003,Instagram,8144,531,385,4.57,1480
2023-07-05 02:40:18.906101,CMP003,Instagram,8904,207,220,2.49,1105
2023-07-06 02:40:18.906101,CMP003,Instagram,5524,922,270,1.86,251
2023-07-07 02:40:18.906101,CMP003,Instagram,1788,181,95,2.83,1345
2023-07-08 02:40:18.906101,CMP003,Instagram,4310,430,131,1.44,926
2023-07-09 02:40:18.906101,CMP003,Instagram,9731,214,65,2.58,1028
2023-07-10 02:40:18.906101,CMP003,Instagram,1728,816,160,4.56,814
2023-07-11 02:40:18.906101,CMP003,Instagram,3173,649,58,0.14,1575
2023-07-12 02:40:18.906101,CMP003,Instagram,1922,975,225,3.77,1885
2023-07-13 02:40:18.906101,CMP003,Instagram,1242,279,122,1.65,1967
2023-07-14 02:40:18.906101,CMP003,Instagram,7504,799,114,4.74,1704
2023-07-15 02:40:18.906101,CMP003,Instagram,7723,354,295,2.64,1563
2023-07-16 02:40:18.906101,CMP003,Instagram,2932,451,372,3.49,1865
2023-07-17 02:40:18.906101,CMP003,Instagram,3473,190,67,0.25,618
2023-07-18 02:40:18.906101,CMP003,Instagram,7509,629,353,1.19,1873
2023-07-19 02:40:18.906101,CMP003,Instagram,7861,324,497,3.75,433
2023-07-20 02:40:18.906101,CMP003,Instagram,1303,308,353,1.73,722
2023-07-21 02:40:18.906101,CMP003,Instagram,2754,421,340,2.1,1889
2023-07-22 02:40:18.906101,CMP003,Instagram,9639,664,190,0.65,1395
2023-07-23 02:40:18.906101,CMP003,Instagram,3972,515,445,0.9,244
2023-07-24 02:40:18.906101,CMP003,Instagram,9469,939,231,0.28,1850
2023-07-25 02:40:18.906101,CMP003,Instagram,1225,318,138,0.82,610
2023-07-26 02:40:18.906101,CMP003,Instagram,4726,647,400,2.66,1942
2023-07-27 02:40:18.906101,CMP003,Instagram,5125,251,408,2.86,1503
2023-07-28 02:40:18.906101,CMP003,Instagram,9636,129,400,2.06,1658
2023-07-29 02:40:18.906101,CMP003,Instagram,4025,298,118,2.58,842
2023-07-30 02:40:18.906101,CMP003,Instagram,8413,938,312,3.51,830
2023-07-31 02:40:18.906101,CMP003,Instagram,1925,246,412,3.99,1349
2023-08-01 02:40:18.906101,CMP003,Instagram,6501,615,134,4.75,1063
2023-08-02 02:40:18.906101,CMP003,Instagram,6290,604,411,0.36,1819
2023-08-03 02:40:18.906101,CMP003,Instagram,6501,974,72,1.01,1932
2023-08-04 02:40:18.906101,CMP003,Instagram,8207,669,404,2.78,1842
2023-08-05 02:40:18.906101,CMP003,Instagram,9433,348,430,2.8,937
2023-08-06 02:40:18.906101,CMP003,Instagram,9354,455,152,3.95,795
2023-08-07 02:40:18.906101,CMP003,Instagram,2935,738,246,0.91,1183
2023-08-08 02:40:18.906101,CMP003,Instagram,7043,381,379,4.43,1433
2023-08-09 02:40:18.906101,CMP003,Instagram,4545,883,76,4.58,1119
2023-08-10 02:40:18.906101,CMP003,Instagram,4909,807,329,2.42,1183
2023-08-11 02:40:18.906101,CMP003,Instagram,4226,335,324,3.85,393
2023-08-12 02:40:18.906101,CMP003,Instagram,7019,262,159,0.78,321
2023-08-13 02:40:18.906101,CMP003,Instagram,5408,862,430,2.14,1600
2023-08-14 02:40:18.906101,CMP003,Instagram,5291,212,60,2.32,927
2023-08-15 02:40:18.906101,CMP003,Instagram,1746,527,314,1.84,514
2023-08-16 02:40:18.906101,CMP003,Instagram,8855,337,75,1.88,1529
2023-08-17 02:40:18.906101,CMP003,Instagram,1071,590,489,3.57,335
2023-08-18 02:40:18.906101,CMP003,Instagram,7322,233,56,4.97,1124
2023-08-19 02:40:18.906101,CMP003,Instagram,6527,307,174,1.35,987
2023-08-20 02:40:18.906101,CMP003,Instagram,2206,100,254,4.05,264
2023-08-21 02:40:18.906101,CMP003,Instagram,7215,763,129,3.32,1220
2023-08-22 02:40:18.906101,CMP003,Instagram,5538,378,94,2.78,1441
2023-08-23 02:40:18.906101,CMP003,Instagram,8641,802,103,0.39,500
2023-08-24 02:40:18.906101,CMP003,Instagram,7441,469,183,0.49,472
2023-08-25 02:40:18.906101,CMP003,Instagram,8607,515,386,2.37,809
2023-08-26 02:40:18.906101,CMP003,Instagram,4129,582,220,3.36,1695
2023-08-27 02:40:18.906101,CMP003,Instagram,8135,565,144,2.81,1143
2023-08-28 02:40:18.906101,CMP003,Instagram,8588,810,474,0.76,1965
2023-08-29 02:40:18.906101,CMP003,Instagram,1949,451,169,1.21,406
2023-08-30 02:40:18.906101,CMP003,Instagram,9922,738,57,0.5,648
2023-08-31 02:40:18.906101,CMP003,Instagram,8501,746,239,3.47,1819
2023-09-01 02:40:18.906101,CMP003,Instagram,9868,586,391,3.32,1819
2023-09-02 02:40:18.906101,CMP003,Instagram,9749,753,107,1.26,1635
2023-09-03 02:40:18.906101,CMP003,Instagram,6437,113,344,1.01,622
2023-09-04 02:40:18.906101,CMP003,Instagram,7423,558,356,1.22,1196
2023-09-05 02:40:18.906101,CMP003,Instagram,1162,252,483,4.75,1970
2023-09-06 02:40:18.906101,CMP003,Instagram,9624,243,406,3.02,586
2023-09-07 02:40:18.906101,CMP003,Instagram,6129,835,70,2.41,581
2023-09-08 02:40:18.906101,CMP003,Instagram,6456,353,263,4.76,877
2023-09-09 02:40:18.906101,CMP003,Instagram,5007,630,423,1.9,1325
2023-09-10 02:40:18.906101,CMP003,Instagram,8011,842,174,3.17,215
2023-09-11 02:40:18.906101,CMP003,Instagram,2609,120,78,1.91,475
2023-09-12 02:40:18.906101,CMP003,Instagram,6429,864,159,3.91,464
2023-09-13 02:40:18.906101,CMP003,Instagram,5055,159,312,2.28,1321
2023-09-14 02:40:18.906101,CMP003,Instagram,6600,656,110,4.77,1951
2023-09-15 02:40:18.906101,CMP003,Instagram,3141,564,150,0.38,801
2023-09-16 02:40:18.906101,CMP003,Instagram,3956,181,72,3.08,1542
2023-09-17 02:40:18.906101,CMP003,Instagram,8214,666,260,3.67,1404
2023-09-18 02:40:18.906101,CMP003,Instagram,5446,461,450,1.1,1577
2023-09-19 02:40:18.906101,CMP003,Instagram,9497,638,142,1.25,361
2023-09-20 02:40:18.906101,CMP003,Instagram,6494,557,151,0.27,1377
2023-09-21 02:40:18.906101,CMP003,Instagram,6487,548,74,3.61,1772
2023-09-22 02:40:18.906101,CMP003,Instagram,8840,579,480,1.47,1861
2023-09-23 02:40:18.906101,CMP003,Instagram,5540,773,260,1.91,817
2023-09-24 02:40:18.906101,CMP003,Instagram,2422,390,272,2.27,650
2023-09-25 02:40:18.906101,CMP003,Instagram,2587,677,466,4.85,717
2023-09-26 02:40:18.906101,CMP003,Instagram,4274,347,450,0.3,323
2023-09-27 02:40:18.906101,CMP003,Instagram,1300,600,446,3.69,1726
2023-09-28 02:40:18.906101,CMP003,Instagram,1473,426,350,0.74,1272
2023-09-29 02:40:18.906101,CMP003,Instagram,2316,162,248,0.5,512
2023-09-30 02:40:18.906101,CMP003,Instagram,9191,924,246,1.85,1958
2023-10-01 02:40:18.906101,CMP003,Instagram,3000,663,434,1.24,1414
2023-10-02 02:40:18.906101,CMP003,Instagram,4664,709,160,2.98,1560
2023-10-03 02:40:18.906101,CMP003,Instagram,6502,837,497,0.7,1049
2023-10-04 02:40:18.906101,CMP003,Instagram,8707,664,450,0.21,1579
2023-10-05 02:40:18.906101,CMP003,Instagram,5628,425,367,1.51,365
2023-10-06 02:40:18.906101,CMP003,Instagram,8823,690,274,0.61,371
2023-10-07 02:40:18.906101,CMP003,Instagram,8817,709,101,2.4,236
2023-10-08 02:40:18.906101,CMP003,Instagram,1860,810,382,0.74,1200
2023-10-09 02:40:18.906101,CMP003,Instagram,6327,790,100,3.18,1666
2023-10-10 02:40:18.906101,CMP003,Instagram,3847,707,373,2.78,998
2023-10-11 02:40:18.906101,CMP003,Instagram,5255,310,58,0.13,391
2023-10-12 02:40:18.906101,CMP003,Instagram,7177,725,385,0.98,227
2023-10-13 02:40:18.906101,CMP003,Instagram,8360,364,217,4.38,1762
2023-10-14 02:40:18.906101,CMP003,Instagram,1967,430,233,2.95,1345
2023-10-15 02:40:18.906101,CMP003,Instagram,7098,590,50,3.78,213
2023-10-16 02:40:18.906101,CMP003,Instagram,3114,711,471,4.51,1292
2023-10-17 02:40:18.906101,CMP003,Instagram,8178,984,369,2.45,837
2023-10-18 02:40:18.906101,CMP003,Instagram,9857,833,95,1.19,673
2023-10-19 02:40:18.906101,CMP003,Instagram,3518,904,100,2.25,1084
2023-10-20 02:40:18.906101,CMP003,Instagram,1405,698,424,0.21,759
2023-10-21 02:40:18.906101,CMP003,Instagram,6455,742,239,1.94,429
2023-10-22 02:40:18.906101,CMP003,Instagram,2004,215,474,4.13,867
2023-10-23 02:40:18.906101,CMP003,Instagram,8250,654,473,2.68,404
2023-10-24 02:40:18.906101,CMP003,Instagram,8703,985,62,2.83,624
2023-10-25 02:40:18.906101,CMP003,Instagram,6846,984,88,3.47,1672
2023-10-26 02:40:18.906101,CMP003,Instagram,9482,416,263,2.06,207
2023-10-27 02:40:18.906101,CMP003,Instagram,1597,884,420,3.5,1215
2023-10-28 02:40:18.906101,CMP003,Instagram,8933,442,123,2.72,619
2023-10-29 02:40:18.906101,CMP003,Instagram,5360,681,234,3.42,1611
2023-10-30 02:40:18.906101,CMP003,Instagram,3738,336,374,1.73,1976
2023-10-31 02:40:18.906101,CMP003,Instagram,9302,391,210,4.72,1080
2023-11-01 02:40:18.906101,CMP003,Instagram,3856,896,86,2.24,446
2023-11-02 02:40:18.906101,CMP003,Instagram,1237,970,462,4.5,239
2023-11-03 02:40:18.906101,CMP003,Instagram,7526,428,100,4.89,1084
2023-11-04 02:40:18.906101,CMP003,Instagram,3137,870,469,4.6,1088
2023-11-05 02:40:18.906101,CMP003,Instagram,3131,874,274,2.68,969
2023-11-06 02:40:18.906101,CMP003,Instagram,6812,987,490,2.31,774
2023-11-07 02:40:18.906101,CMP003,Instagram,6841,736,344,0.3,804
2023-11-08 02:40:18.906101,CMP003,Instagram,4540,385,316,0.27,1321
2023-11-09 02:40:18.906101,CMP003,Instagram,9432,321,311,3.36,1120
2023-11-10 02:40:18.906101,CMP003,Instagram,4842,409,214,2.06,1516
2023-11-11 02:40:18.906101,CMP003,Instagram,6883,949,93,4.4,239
2023-11-12 02:40:18.906101,CMP003,Instagram,5919,174,155,4.14,1431
2023-11-13 02:40:18.906101,CMP003,Instagram,6341,320,226,2.99,1725
2023-11-14 02:40:18.906101,CMP003,Instagram,1361,446,344,3.05,1251
2023-11-15 02:40:18.906101,CMP003,Instagram,3693,929,293,1.32,269
2023-11-16 02:40:18.906101,CMP003,Instagram,2789,151,268,3.59,1549
2023-11-17 02:40:18.906101,CMP003,Instagram,9709,179,254,4.5,502
2023-11-18 02:40:18.906101,CMP003,Instagram,1717,267,489,4.78,1902
2023-11-19 02:40:18.906101,CMP003,Instagram,5502,150,132,4.47,962
2023-11-20 02:40:18.906101,CMP003,Instagram,2641,906,310,0.3,1993
2023-11-21 02:40:18.906101,CMP003,Instagram,5299,107,145,0.43,1292
2023-11-22 02:40:18.906101,CMP003,Instagram,5838,579,447,2.82,1445
2023-11-23 02:40:18.906101,CMP003,Instagram,9512,646,151,0.97,773
2023-11-24 02:40:18.906101,CMP003,Instagram,5881,974,353,1.74,814
2023-11-25 02:40:18.906101,CMP003,Instagram,1542,594,420,4.59,1372
2023-11-26 02:40:18.906101,CMP003,Instagram,2093,858,144,1.48,1890
2023-11-27 02:40:18.906101,CMP003,Instagram,5571,677,275,4.61,1513
2023-11-28 02:40:18.906101,CMP003,Instagram,9781,964,436,4.08,874
2023-11-29 02:40:18.906101,CMP003,Instagram,3144,173,480,2.95,243
2023-11-30 02:40:18.906101,CMP003,Instagram,3558,278,243,3.9,381
2023-12-01 02:40:18.906101,CMP003,Instagram,8097,214,188,3.87,809
2023-12-02 02:40:18.906101,CMP003,Instagram,5706,546,358,4.58,1198
2023-12-03 02:40:18.906101,CMP003,Instagram,6026,443,87,3.01,448
2023-12-04 02:40:18.906101,CMP003,Instagram,9614,381,194,2.52,1149
2023-12-05 02:40:18.906101,CMP003,Instagram,4678,800,374,0.91,482
2023-12-06 02:40:18.906101,CMP003,Instagram,1179,265,62,1.21,441
2023-12-07 02:40:18.906101,CMP003,Instagram,6391,177,90,2.53,1748
2023-12-08 02:40:18.906101,CMP003,Instagram,9667,687,465,1.43,1102
2023-12-09 02:40:18.906101,CMP003,Instagram,1905,791,153,3.0,423
2023-12-10 02:40:18.906101,CMP003,Instagram,1484,684,319,3.93,1073
2023-12-11 02:40:18.906101,CMP003,Instagram,7507,642,197,3.82,688
2023-12-12 02:40:18.906101,CMP003,Instagram,4219,440,237,0.6,1044
2023-12-13 02:40:18.906101,CMP003,Instagram,8507,405,315,0.49,327
2023-12-14 02:40:18.906101,CMP003,Instagram,2354,894,345,2.96,1631
2023-12-15 02:40:18.906101,CMP003,Instagram,7369,459,370,2.81,1117
2023-12-16 02:40:18.906101,CMP003,Instagram,8660,780,156,1.45,459
2023-12-17 02:40:18.906101,CMP003,Instagram,8557,257,281,0.89,1717
2023-12-18 02:40:18.906101,CMP003,Instagram,9057,152,248,1.74,1337
2023-12-19 02:40:18.906101,CMP003,Instagram,8875,497,114,3.39,1086
2023-12-20 02:40:18.906101,CMP003,Instagram,6058,939,184,3.64,954
2023-12-21 02:40:18.906101,CMP003,Instagram,8237,584,320,4.56,1322
2023-12-22 02:40:18.906101,CMP003,Instagram,1637,567,390,2.31,234
2023-12-23 02:40:18.906101,CMP003,Instagram,6154,656,334,2.38,607
2023-12-24 02:40:18.906101,CMP003,Instagram,5973,596,50,4.74,1526
2023-12-25 02:40:18.906101,CMP003,Instagram,4233,167,235,1.08,536
2023-12-26 02:40:18.906101,CMP003,Instagram,9024,576,299,0.39,498
2023-12-27 02:40:18.906101,CMP003,Instagram,6022,499,376,1.79,1676
2023-12-28 02:40:18.906101,CMP003,Instagram,1527,684,378,1.27,1185
2023-12-29 02:40:18.906101,CMP003,Instagram,5577,256,297,0.97,1481
2023-12-30 02:40:18.906101,CMP003,Instagram,2578,983,162,2.27,1752
2023-12-31 02:40:18.906101,CMP003,Instagram,1982,472,168,1.85,782
2024-01-01 02:40:18.906101,CMP003,Instagram,8231,160,273,3.26,911
2024-01-02 02:40:18.906101,CMP003,Instagram,2435,413,75,1.23,1193
2024-01-03 02:40:18.906101,CMP003,Instagram,9149,123,203,0.38,851
2024-01-04 02:40:18.906101,CMP003,Instagram,1407,430,97,1.01,1448
2024-01-05 02:40:18.906101,CMP003,Instagram,3064,687,430,4.91,882
2024-01-06 02:40:18.906101,CMP003,Instagram,9306,248,171,2.25,717
2024-01-07 02:40:18.906101,CMP003,Instagram,7701,380,424,4.35,751
2024-01-08 02:40:18.906101,CMP003,Instagram,6394,420,113,1.62,1496
2024-01-09 02:40:18.906101,CMP003,Instagram,9296,410,280,1.78,1156
2024-01-10 02:40:18.906101,CMP003,Instagram,8578,917,67,3.94,1950
2024-01-11 02:40:18.906101,CMP003,Instagram,3125,645,72,4.97,1730
2024-01-12 02:40:18.906101,CMP003,Instagram,1801,745,216,3.81,1395
2024-01-13 02:40:18.906101,CMP003,Instagram,6533,617,410,1.46,1765
2024-01-14 02:40:18.906101,CMP003,Instagram,1719,368,185,1.89,349
2024-01-15 02:40:18.906101,CMP003,Instagram,3432,359,359,0.92,1970
2024-01-16 02:40:18.906101,CMP003,Instagram,6818,144,107,4.41,1759
2024-01-17 02:40:18.906101,CMP003,Instagram,8181,622,176,0.23,1399
2024-01-18 02:40:18.906101,CMP003,Instagram,1190,134,458,2.62,1849
2024-01-19 02:40:18.906101,CMP003,Instagram,5680,553,364,3.03,462
2024-01-20 02:40:18.906101,CMP003,Instagram,3457,471,139,3.14,1889
2024-01-21 02:40:18.906101,CMP003,Instagram,2587,201,402,1.86,743
2024-01-22 02:40:18.906101,CMP003,Instagram,1553,823,345,4.29,1102
2024-01-23 02:40:18.906101,CMP003,Instagram,5794,196,492,4.77,1226
2024-01-24 02:40:18.906101,CMP003,Instagram,6303,525,442,4.61,1894
2024-01-25 02:40:18.906101,CMP003,Instagram,6646,435,376,1.29,1288
2024-01-26 02:40:18.906101,CMP003,Instagram,8201,951,471,0.84,1359
2024-01-27 02:40:18.906101,CMP003,Instagram,6594,338,83,1.43,1572
2024-01-28 02:40:18.906101,CMP003,Instagram,1106,881,482,1.66,1770
2024-01-29 02:40:18.906101,CMP003,Instagram,8989,159,354,0.61,1714
2024-01-30 02:40:18.906101,CMP003,Instagram,3467,607,379,3.67,1289
2024-01-31 02:40:18.906101,CMP003,Instagram,9452,591,160,3.52,617
2024-02-01 02:40:18.906101,CMP003,Instagram,6226,637,139,4.32,1170
2024-02-02 02:40:18.906101,CMP003,Instagram,2285,861,305,3.47,1135
2024-02-03 02:40:18.906101,CMP003,Instagram,7787,780,234,0.95,602
2024-02-04 02:40:18.906101,CMP003,Instagram,2635,880,454,2.1,259
2024-02-05 02:40:18.906101,CMP003,Instagram,5358,163,499,1.55,1283
2024-02-06 02:40:18.906101,CMP003,Instagram,6246,478,137,2.5,1960
2024-02-07 02:40:18.906101,CMP003,Instagram,4559,835,151,2.1,1539
2024-02-08 02:40:18.906101,CMP003,Instagram,9787,267,183,3.0,1870
2024-02-09 02:40:18.906101,CMP003,Instagram,4825,706,395,2.25,639
2024-02-10 02:40:18.906101,CMP003,Instagram,1780,707,206,4.67,1757
2024-02-11 02:40:18.906101,CMP003,Instagram,8300,949,307,3.81,1756
2024-02-12 02:40:18.906101,CMP003,Instagram,4199,339,484,4.64,566
2024-02-13 02:40:18.906101,CMP003,Instagram,5517,544,440,3.32,495
2024-02-14 02:40:18.906101,CMP003,Instagram,4149,114,84,1.75,1769
2024-02-15 02:40:18.906101,CMP003,Instagram,7100,568,331,1.57,1286
2024-02-16 02:40:18.906101,CMP003,Instagram,5541,114,126,3.67,1296
2024-02-17 02:40:18.906101,CMP003,Instagram,3818,497,99,1.8,1065
2024-02-18 02:40:18.906101,CMP003,Instagram,6535,573,260,0.68,1369
2024-02-19 02:40:18.906101,CMP003,Instagram,7378,415,176,3.83,721
2024-02-20 02:40:18.906101,CMP003,Instagram,7185,131,331,3.63,1687
2024-02-21 02:40:18.906101,CMP003,Instagram,8232,438,100,1.67,1725
2024-02-22 02:40:18.906101,CMP003,Instagram,4399,846,482,0.14,826
2024-02-23 02:40:18.906101,CMP003,Instagram,9704,775,248,4.41,409
2024-02-24 02:40:18.906101,CMP003,Instagram,3571,968,480,4.66,1917
2024-02-25 02:40:18.906101,CMP003,Instagram,2196,121,359,1.79,776
2024-02-26 02:40:18.906101,CMP003,Instagram,2980,440,484,2.0,1351
2024-02-27 02:40:18.906101,CMP003,Instagram,5264,593,75,3.55,743
2024-02-28 02:40:18.906101,CMP003,Instagram,4668,700,285,3.1,1905
2024-02-29 02:40:18.906101,CMP003,Instagram,5780,937,497,0.57,1613
2024-03-01 02:40:18.906101,CMP003,Instagram,4139,444,171,1.4,547
2024-03-02 02:40:18.906101,CMP003,Instagram,8252,253,312,2.23,1792
2024-03-03 02:40:18.906101,CMP003,Instagram,7291,443,107,3.98,328
2024-03-04 02:40:18.906101,CMP003,Instagram,5003,557,488,1.2,485
2024-03-05 02:40:18.906101,CMP003,Instagram,4366,217,269,2.59,1956
2024-03-06 02:40:18.906101,CMP003,Instagram,3827,342,428,2.97,1681
2024-03-07 02:40:18.906101,CMP003,Instagram,3934,968,245,3.82,1138
2024-03-08 02:40:18.906101,CMP003,Instagram,4333,280,396,1.43,691
2024-03-09 02:40:18.906101,CMP003,Instagram,5789,653,322,2.21,1874
2024-03-10 02:40:18.906101,CMP003,Instagram,4002,421,83,0.43,507
2024-03-11 02:40:18.906101,CMP003,Instagram,3820,187,398,2.81,1068
2024-03-12 02:40:18.906101,CMP003,Instagram,2146,365,266,1.81,1763
2024-03-13 02:40:18.906101,CMP003,Instagram,8423,478,106,4.87,704
2024-03-14 02:40:18.906101,CMP003,Instagram,9082,179,410,4.9,704
2024-03-15 02:40:18.906101,CMP003,Instagram,3635,188,367,1.5,793
2024-03-16 02:40:18.906101,CMP003,Instagram,1327,872,383,4.61,246
2024-03-17 02:40:18.906101,CMP003,Instagram,8137,446,383,2.7,1156
2024-03-18 02:40:18.906101,CMP003,Instagram,8717,655,247,3.86,1534
2024-03-19 02:40:18.906101,CMP003,Instagram,6254,121,440,0.51,1811
2024-03-20 02:40:18.906101,CMP003,Instagram,7587,628,364,3.44,1921
2024-03-21 02:40:18.906101,CMP003,Instagram,3307,656,355,1.81,1935
2024-03-22 02:40:18.906101,CMP003,Instagram,1055,527,397,4.28,1140
2024-03-23 02:40:18.906101,CMP003,Instagram,3170,112,180,2.44,926
2024-03-24 02:40:18.906101,CMP003,Instagram,9592,523,141,2.02,342
2024-03-25 02:40:18.906101,CMP003,Instagram,4634,726,206,2.07,414
2024-03-26 02:40:18.906101,CMP003,Instagram,1654,955,108,4.57,494
2024-03-27 02:40:18.906101,CMP003,Instagram,2929,694,418,2.45,754
2024-03-28 02:40:18.906101,CMP003,Instagram,5176,701,360,1.9,840
2024-03-29 02:40:18.906101,CMP003,Instagram,2322,651,220,2.86,879
2024-03-30 02:40:18.906101,CMP003,Instagram,2545,583,490,1.79,670
2024-03-31 02:40:18.906101,CMP003,Instagram,2181,319,127,4.0,1615
2024-04-01 02:40:18.906101,CMP003,Instagram,9759,235,89,2.73,1848
2024-04-02 02:40:18.906101,CMP003,Instagram,4044,940,364,1.77,748
2024-04-03 02:40:18.906101,CMP003,Instagram,7314,501,281,3.87,1450
2024-04-04 02:40:18.906101,CMP003,Instagram,6821,763,155,2.17,1722
2024-04-05 02:40:18.906101,CMP003,Instagram,6292,793,162,1.1,959
2024-04-06 02:40:18.906101,CMP003,Instagram,1742,888,419,1.85,1755
2024-04-07 02:40:18.906101,CMP003,Instagram,5652,758,162,1.87,599
2024-04-08 02:40:18.906101,CMP003,Instagram,1758,202,173,4.03,628
2024-04-09 02:40:18.906101,CMP003,Instagram,2412,444,476,0.22,1079
2024-04-10 02:40:18.906101,CMP003,Instagram,5280,459,481,4.38,1938
2024-04-11 02:40:18.906101,CMP003,Instagram,2036,681,310,1.26,1774
2024-04-12 02:40:18.906101,CMP003,Instagram,2950,514,432,0.93,1752
2024-04-13 02:40:18.906101,CMP003,Instagram,3389,369,322,2.77,349
2024-04-14 02:40:18.906101,CMP003,Instagram,2741,222,384,4.01,460
2024-04-15 02:40:18.906101,CMP003,Instagram,5969,450,314,0.76,1478
2024-04-16 02:40:18.906101,CMP003,Instagram,4847,522,164,1.24,1079
2024-04-17 02:40:18.906101,CMP003,Instagram,2329,149,339,1.9,603
2024-04-18 02:40:18.906101,CMP003,Instagram,1834,906,223,1.31,234
2024-04-19 02:40:18.906101,CMP003,Instagram,5482,227,208,0.32,521
2024-04-20 02:40:18.906101,CMP003,Instagram,4463,908,343,2.47,620
2024-04-21 02:40:18.906101,CMP003,Instagram,9423,606,59,2.42,434
2024-04-22 02:40:18.906101,CMP003,Instagram,6401,271,313,3.77,256
2024-04-23 02:40:18.906101,CMP003,Instagram,3682,506,479,1.82,1749
2024-04-24 02:40:18.906101,CMP003,Instagram,5624,358,394,3.78,1834
2024-04-25 02:40:18.906101,CMP003,Instagram,8548,243,84,4.53,1379
2024-04-26 02:40:18.906101,CMP003,Instagram,5448,312,258,2.82,1626
2024-04-27 02:40:18.906101,CMP003,Instagram,5156,952,321,4.87,1725
2024-04-28 02:40:18.906101,CMP003,Instagram,9698,936,168,1.34,516
2024-04-29 02:40:18.906101,CMP003,Instagram,1611,504,469,4.89,1306
2024-04-30 02:40:18.906101,CMP003,Instagram,1162,855,190,1.68,1865
